guid,species,state_prov,county,parts,sex,dec_lat,dec_long,has_tissues
MVZ:Mamm:19282,Eumops perotis,California,Los Angeles County,whole organism (ethanol),unknown,34.163126,-118.0502877,0
MVZ:Mamm:101870,Myotis thysanodes,California,Napa County,"skin, study; skull",female,38.5660316,-122.4582345,0
MVZ:Mamm:69076,Myotis yumanensis,California,Del Norte County,"skin, study; skull",female,41.9955479,-123.625462,0
MVZ:Mamm:6675,Myotis californicus,California,San Bernardino County,"skin, study; skull",female,34.17167,-116.82944,0
MVZ:Mamm:71540,Eptesicus fuscus,California,Contra Costa County,skeleton; skull,male,37.9398965,-121.7502855,0
MVZ:Mamm:5181,Eptesicus fuscus,California,San Bernardino County,"skin, study; skull",male,34.16861,-116.81556,0
MVZ:Mamm:121885,Eptesicus fuscus,California,Shasta County,"skin, study; skull",male,40.841499,-121.8659822,0
MVZ:Mamm:181947,Lasiurus xanthinus,California,San Bernardino County,whole organism (ethanol),male,34.841438,-116.046625,0
MVZ:Mamm:107922,Myotis volans,California,Monterey County,"skin, study; skull",male,36.168243,-120.664946,0
MVZ:Mamm:103872,Corynorhinus townsendii,California,Colusa County,"skin, study; skull",male,38.9814087,-122.346197,0
MVZ:Mamm:20629,Myotis californicus,California,Mendocino County,whole organism (ethanol),unknown,39.51602,-123.15104,0
MVZ:Mamm:239193,Parastrellus hesperus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.8991773,-117.204108,1
MVZ:Mamm:110558,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,26.056667,-111.8172222,0
MVZ:Mamm:238850,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,34.841438,-116.046625,1
MVZ:Mamm:108899,Corynorhinus townsendii,California,Monterey County,"skin, study; skull",female,35.960194,-120.421175,0
MVZ:Mamm:108898,Corynorhinus townsendii,California,Monterey County,"skin, study; skull",female,35.960194,-120.421175,0
MVZ:Mamm:108900,Eptesicus fuscus,California,Monterey County,"skin, study; skull",male,35.960194,-120.421175,0
MVZ:Mamm:103873,Corynorhinus townsendii,California,Colusa County,"skin, study; skull",female,38.9814087,-122.346197,0
MVZ:Mamm:181896,Lasiurus xanthinus,California,Riverside County,whole organism (ethanol),male,33.4306839,-115.186918,0
MVZ:Mamm:72521,Eptesicus fuscus,California,San Benito County,"skin, study; skull",female,36.5768639,-121.05343,0
MVZ:Mamm:28732,Myotis evotis,California,San Benito County,skeleton; skull,unknown,36.4688363,-121.1872539,0
MVZ:Mamm:181993,Nyctinomops macrotis,California,San Mateo County,skeleton; skull,female,37.599708,-122.498473,0
MVZ:Mamm:181954,Lasiurus xanthinus,California,San Diego County,skeleton; skull,male,32.791553,-116.995964,0
MVZ:Mamm:5128,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",male,34.1480466,-118.1321065,0
MVZ:Mamm:8841,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",male,34.1480466,-118.1321065,0
MVZ:Mamm:103557,Antrozous pallidus,California,Napa County,"skin, study; skull",male,38.5619587,-122.5390844,0
MVZ:Mamm:35419,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:110067,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,26.056667,-111.8172222,0
MVZ:Mamm:149159,Myotis yumanensis,California,Kern County,whole organism (ethanol),female,34.8760033,-118.89392,0
MVZ:Mamm:112489,Antrozous pallidus,California,Alameda County,"skin, study; skull",male,37.6209807,-121.6998837,0
MVZ:Mamm:119265,Myotis evotis,California,Mono County,"skin, study; skull",male,37.53385,-118.168469,0
MVZ:Mamm:103169,Eptesicus fuscus,California,Santa Cruz County,"skin, study; skull",male,37.0947514,-122.2768406,0
MVZ:Mamm:35420,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:183210,Lasiurus frantzii,California,Stanislaus County,whole organism (ethanol),male,37.609345,-121.226692,0
MVZ:Mamm:239065,Myotis yumanensis,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.8083765,-116.5413709,1
MVZ:Mamm:101896,Antrozous pallidus,California,Napa County,"skin, study; skull",male,38.5619587,-122.5390844,0
MVZ:Mamm:101891,Corynorhinus townsendii,California,Napa County,"skin, study; skull",female,38.5619587,-122.5390844,0
MVZ:Mamm:101888,Corynorhinus townsendii,California,Napa County,"skin, study; skull",female,38.5619587,-122.5390844,0
MVZ:Mamm:101893,Corynorhinus townsendii,California,Napa County,"skin, study; skull",female,38.5619587,-122.5390844,0
MVZ:Mamm:101887,Corynorhinus townsendii,California,Napa County,"skin, study; skull",female,38.5619587,-122.5390844,0
MVZ:Mamm:151052,Myotis thysanodes,California,Napa County,whole organism (ethanol),female,38.6637973,-122.4707893,0
MVZ:Mamm:102276,Tadarida brasiliensis,California,Alameda County,"skin, study; skull",female,37.8697904,-122.2715302,0
MVZ:Mamm:28773,Myotis yumanensis,California,Imperial County,whole organism (ethanol),female,32.7768769,-114.5327179,0
MVZ:Mamm:30131,Eptesicus fuscus,California,Monterey County,"skin, study; skull",male,35.969875,-121.422759,0
MVZ:Mamm:106494,Myotis californicus,California,Amador County,whole organism (ethanol),female,38.392234,-120.8017,0
MVZ:Mamm:106493,Myotis californicus,California,Amador County,whole organism (ethanol),female,38.392234,-120.8017,0
MVZ:Mamm:118575,Myotis californicus,California,Mendocino County,"skin, study; skull",female,38.9731587,-123.0593853,0
MVZ:Mamm:112487,Eptesicus fuscus,California,Alameda County,"skin, study; skull",male,37.8697904,-122.2715302,0
MVZ:Mamm:182376,Lasionycteris noctivagans,California,Butte County,skeleton; skull,male,39.5136667,-121.5563333,0
MVZ:Mamm:148666,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148667,Myotis yumanensis,California,Marin County,skeleton; skull,male,38.0407285,-122.8053196,0
MVZ:Mamm:148661,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148670,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148653,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148662,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148655,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:112488,Antrozous pallidus,California,Alameda County,"skin, study; skull",female,37.6209807,-121.6998837,0
MVZ:Mamm:107955,Eptesicus fuscus,California,Monterey County,"skin, study; skull",female,36.526933,-121.524913,0
MVZ:Mamm:71307,Myotis yumanensis,California,Yolo County,"skin, study",female,38.5489864,-121.7448173,0
MVZ:Mamm:182565,Corynorhinus townsendii,California,Colusa County,skeleton; skull,unknown,,,0
MVZ:Mamm:102140,Myotis yumanensis,California,Alameda County,"skin, study; skull",female,37.8697904,-122.2715302,0
MVZ:Mamm:27642,Myotis californicus,California,Inyo County,whole organism (ethanol),male,36.463047,-116.877552,0
MVZ:Mamm:90377,Tadarida brasiliensis,California,Napa County,"skin, study; skull",female,38.2500657,-122.3616331,0
MVZ:Mamm:44193,Macrotus californicus,California,Imperial County,skeleton; skull,male,33.0947,-114.7378,0
MVZ:Mamm:102277,Tadarida brasiliensis,California,Alameda County,"skin, study; skull",female,37.8697904,-122.2715302,0
MVZ:Mamm:119398,Myotis yumanensis,California,Alameda County,"skin, study; skull",female,37.63748,-121.90336,0
MVZ:Mamm:119395,Myotis yumanensis,California,Alameda County,skull,female,37.63748,-121.90336,0
MVZ:Mamm:239319,Tadarida brasiliensis,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.8752935,-117.5664384,1
MVZ:Mamm:106618,Myotis californicus,California,Placer County,"skin, study; skull",female,38.724012,-121.181091,0
MVZ:Mamm:181970,Nyctinomops femorosaccus,California,San Diego County,skeleton; skull,female,32.800195,-117.204265,0
MVZ:Mamm:148663,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148659,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148660,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148656,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:71374,Myotis volans,California,Los Angeles County,"skin, study; skull",female,34.162245,-117.998469,0
MVZ:Mamm:182498,Lasiurus frantzii,California,Santa Clara County,skeleton; skull,male,37.310993,-121.86749,0
MVZ:Mamm:148657,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148664,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:148652,Myotis yumanensis,California,Marin County,skeleton; skull,male,38.0407285,-122.8053196,0
MVZ:Mamm:32452,Tadarida brasiliensis,California,Alameda County,whole organism (ethanol),unknown,37.8697904,-122.2715302,0
MVZ:Mamm:181892,Lasiurus xanthinus,California,Riverside County,skeleton; skull,female,33.7463275,-116.9666776,0
MVZ:Mamm:152962,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152969,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152972,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152978,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152973,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152975,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:148669,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:238698,Eptesicus fuscus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.088624,-117.280598,1
MVZ:Mamm:110637,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",female,23.441944,-109.8033333,0
MVZ:Mamm:110639,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",female,23.441944,-109.8033333,0
MVZ:Mamm:238893,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.03361,-117.04222,1
MVZ:Mamm:148668,Myotis yumanensis,California,Marin County,skeleton; skull,female,38.0407285,-122.8053196,0
MVZ:Mamm:22091,Antrozous pallidus,California,Merced County,"skin, study; skull",female,37.52078,-120.43822,0
MVZ:Mamm:22088,Antrozous pallidus,California,Merced County,"skeleton; skin, study; skull",female,37.52078,-120.43822,0
MVZ:Mamm:22089,Antrozous pallidus,California,Merced County,"skeleton; skin, study; skull",female,37.52078,-120.43822,0
MVZ:Mamm:93723,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:93724,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:93722,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:93718,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:93721,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:24336,Tadarida brasiliensis,California,Alameda County,whole organism (ethanol),unknown,37.7753593,-122.275436,0
MVZ:Mamm:103677,Myotis yumanensis,California,Lake County,"skin, study; skull",female,39.0924534,-122.7945718,0
MVZ:Mamm:103617,Myotis lucifugus,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:103653,Myotis yumanensis,California,Lake County,"skin, study; skull",female,39.0924534,-122.7945718,0
MVZ:Mamm:106620,Myotis californicus,California,Placer County,"skin, study; skull",female,38.724012,-121.181091,0
MVZ:Mamm:103671,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:103662,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:103659,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0924534,-122.7945718,0
MVZ:Mamm:103674,Myotis yumanensis,California,Lake County,"skin, study; skull",female,39.0924534,-122.7945718,0
MVZ:Mamm:182467,Corynorhinus townsendii,California,Butte County,skeleton; skull,male,39.5136667,-121.5563333,0
MVZ:Mamm:110667,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",male,23.178333,-109.7011111,0
MVZ:Mamm:110666,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",male,23.178333,-109.7011111,0
MVZ:Mamm:152976,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152966,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152961,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152964,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:152968,Myotis yumanensis,California,Lassen County,"skin, study; skull",female,40.617287,-120.7258426,0
MVZ:Mamm:71298,Myotis yumanensis,California,Lake County,"skin, study; skull",male,,,0
MVZ:Mamm:110571,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,25.7666667,-112.0333333,0
MVZ:Mamm:110570,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,25.7666667,-112.0333333,0
MVZ:Mamm:108042,Tadarida brasiliensis,California,Monterey County,"skin, study; skull",male,36.74182,-121.69939,0
MVZ:Mamm:71669,Tadarida brasiliensis,California,Lake County,"skin, study; skull",male,,,0
MVZ:Mamm:225484,Myotis volans,California,Humboldt County,"whole organism (ethanol, 70%; formalin-fixed)",male,,,0
MVZ:Mamm:168181,Myotis californicus,California,San Diego County,whole organism (ethanol),female,32.950255,-116.297851,0
MVZ:Mamm:168653,Corynorhinus townsendii,California,San Diego County,whole organism (ethanol),female,32.950255,-116.297851,0
MVZ:Mamm:167996,Antrozous pallidus,California,San Diego County,whole organism (ethanol),unknown,32.950255,-116.297851,0
MVZ:Mamm:168184,Myotis californicus,California,San Diego County,whole organism (ethanol),female,32.950255,-116.297851,0
MVZ:Mamm:168183,Myotis californicus,California,San Diego County,whole organism (ethanol),female,32.950255,-116.297851,0
MVZ:Mamm:168178,Myotis californicus,California,San Diego County,whole organism (ethanol),female,32.950255,-116.297851,0
MVZ:Mamm:110668,Lasiurus xanthinus,Baja California Sur,,"skin, study; skull",male,23.178333,-109.7011111,0
MVZ:Mamm:108904,Myotis thysanodes,California,San Mateo County,"skin, study; skull",male,37.249759,-122.359875,0
MVZ:Mamm:108909,Tadarida brasiliensis,California,San Mateo County,"skin, study; skull",male,37.249759,-122.359875,0
MVZ:Mamm:110573,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",female,25.7666667,-112.0333333,0
MVZ:Mamm:110565,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,25.7666667,-112.0333333,0
MVZ:Mamm:6676,Myotis californicus,California,San Bernardino County,"skin, study; skull",unknown,34.18639,-116.91333,0
MVZ:Mamm:121882,Lasionycteris noctivagans,California,Plumas County,"skin, study; skull",male,40.201986,-121.228385,0
MVZ:Mamm:182378,Lasionycteris noctivagans,California,El Dorado County,skeleton; skull,male,38.72891,-120.80578,0
MVZ:Mamm:168453,Myotis ciliolabrum,California,San Diego County,whole organism (ethanol),male,32.97,-116.36,0
MVZ:Mamm:31764,Myotis volans,California,Mariposa County,"skin, study; skull",female,37.75634,-120.11166,0
MVZ:Mamm:167531,Eptesicus fuscus,California,Napa County,"skin, study; skull",male,38.5480443,-122.5101596,0
MVZ:Mamm:93725,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:93726,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:93720,Myotis yumanensis,California,Imperial County,whole organism (ethanol),unknown,32.9976,-114.5286,0
MVZ:Mamm:71545,Eptesicus fuscus,California,Stanislaus County,"skin, study; skull",female,37.637791,-121.1989,0
MVZ:Mamm:71544,Eptesicus fuscus,California,Stanislaus County,"skin, study; skull",female,37.637791,-121.1989,0
MVZ:Mamm:28789,Myotis yumanensis,California,San Luis Obispo County,"skin, study; skull",male,35.764517,-121.31782,0
MVZ:Mamm:5242,Eumops perotis,California,Los Angeles County,"skin, study; skull",male,34.163126,-118.0502877,0
MVZ:Mamm:110815,Tadarida brasiliensis,Baja California Sur,,"skin, study; skull",female,23.738056,-110.5322222,0
MVZ:Mamm:107912,Myotis thysanodes,California,Monterey County,"skin, study; skull",male,36.757323,-121.503419,0
MVZ:Mamm:44182,Myotis californicus,California,Contra Costa County,"skin, study; skull",female,37.9287429,-121.7762005,0
MVZ:Mamm:22090,Antrozous pallidus,California,Merced County,"skeleton; skin, study; skull",female,37.52078,-120.43822,0
MVZ:Mamm:146523,Myotis californicus,California,Marin County,skeleton; skull; tissue (frozen),female,37.9286764,-122.7340259,0
MVZ:Mamm:146522,Myotis californicus,California,Marin County,"reproductive tract (ethanol, 70%; formalin-fixed); skeleton; skull; tissue (frozen)",female,37.9286764,-122.7340259,0
