catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total length,tail length,hind foot with claw,ear,ear from notch,ear from crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,catalog checked? (or no catalog available),REVIEW NEEDED
91757,MVZ:Mamm:91757,Reithrodontomys fulvescens intermedius,Seth B. Benson,Tamaulipas,,"km 755, Cruz Y Cruz, 29 mi N Cuidad Victoria",Seth B. Benson 7036,17 Apr 1940,"skin, study; skull",male,144,73,19,,14,11,,11.5,g,not recorded,,,,,,,,,LW,30,July,2024,,
106519,MVZ:Mamm:106519,Reithrodontomys fulvescens mustelinus,Wilmot Wood Brown Jr.,Guerrero,,Chilpancingo de los Bravos,Wilmot Wood Brown Jr. 1,16 Dec 1943,"skin, study; skull",female,175,95,18,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,30,July,2024,,
106520,MVZ:Mamm:106520,Reithrodontomys fulvescens mustelinus,Wilmot Wood Brown Jr.,Guerrero,,Chilpancingo de los Bravos,Wilmot Wood Brown Jr. 10,7 Jan 1944,"skin, study; skull",female,185,105,20,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,30,July,2024,,
106521,MVZ:Mamm:106521,Reithrodontomys fulvescens mustelinus,Wilmot Wood Brown Jr.,Guerrero,,Chilpancingo de los Bravos,Wilmot Wood Brown Jr. 3,18 Jul 1944,"skin, study; skull",male,185,105,20,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,30,July,2024,,
106560,MVZ:Mamm:106560,Reithrodontomys fulvescens mustelinus,Wilmot Wood Brown Jr.,Guerrero,,Chilpancingo de los Bravos,Wilmot Wood Brown Jr. 528,27 Nov 1939,"skin, study; skull",male,185,110,22,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,30,July,2024,,
106559,MVZ:Mamm:106559,Reithrodontomys fulvescens mustelinus,Wilmot Wood Brown Jr.,Guerrero,,Coapango,Wilmot Wood Brown Jr. 620,19 Apr 1941,"skin, study; skull",female,190,110,20,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,30,July,2024,,
100296,MVZ:Mamm:100296,Reithrodontomys fulvescens mustelinus,Roberto Alcantar B.,Michoacan,,"1 mi E, 2.5 mi S Tacambaro",Roberto Alcantar B. 50,21 Mar 1943,"skin, study; skull",male,152,84,20,14,,,,9.4,g,not recorded,,,,,,,,,LW,29,July,2024,,
100297,MVZ:Mamm:100297,Reithrodontomys fulvescens mustelinus,Roberto Alcantar B.,Michoacan,,"1 mi E, 2.5 mi S Tacambaro",Roberto Alcantar B. 51,21 Mar 1943,"skin, study; skull",male,173,103,19,15,,,,10.4,g,not recorded,,,,,,,,,LW,29,July,2024,,
100298,MVZ:Mamm:100298,Reithrodontomys fulvescens mustelinus,Roberto Alcantar B.,Michoacan,,"1 mi E, 2.5 mi S Tacambaro",Roberto Alcantar B. 52,21 Mar 1943,"skin, study; skull",female,156,96,20,14,,,,6.5,g,not recorded,,,,,,,,,LW,29,July,2024,,
100299,MVZ:Mamm:100299,Reithrodontomys fulvescens mustelinus,E. Raymond Hall,Michoacan,,"1 mi E, 2.5 mi S Tacambaro",E. Raymond Hall 5963,22 Mar 1943,"skin, study; skull",female,152,90,18.5,14,,,,6.8,g,not recorded,,,,,,,,,LW,29,July,2024,,
100300,MVZ:Mamm:100300,Reithrodontomys fulvescens mustelinus,E. Raymond Hall,Michoacan,,"1 mi E, 2.5 mi S Tacambaro",E. Raymond Hall 5978,22 Mar 1943,"skin, study; skull",female,145,81,18.5,13,,,,8.2,g,not recorded,,,,,,,,,LW,29,July,2024,,
100301,MVZ:Mamm:100301,Reithrodontomys fulvescens mustelinus,E. Raymond Hall,Michoacan,,"1 mi E, 2.5 mi S Tacambaro",E. Raymond Hall 5979,22 Mar 1943,"skin, study; skull",female,156,85,19,13,,,,8.5,g,not recorded,,,,,,,,,LW,29,July,2024,,
100302,MVZ:Mamm:100302,Reithrodontomys fulvescens mustelinus,E. Raymond Hall,Michoacan,,"1 mi E, 2.5 mi S Tacambaro",E. Raymond Hall 5980,22 Mar 1943,"skin, study; skull",male,155,85,20,14,,,,9.7,g,not recorded,,,,,,,,,LW,29,July,2024,,
100308,MVZ:Mamm:100308,Reithrodontomys fulvescens mustelinus,"E. Raymond Hall, J. Raymond Alcorn",Michoacan,,"1 mi E, 5 mi S Tacambaro",5957,18 Mar 1943,"skin, study; skull",male,130,75,18,11,,,,4.4,g,not recorded,,,,,,,,,LW,29,July,2024,,
100309,MVZ:Mamm:100309,Reithrodontomys fulvescens mustelinus,J. Raymond Alcorn,Michoacan,,"1 mi E, 6 mi S Tacambaro",J. Raymond Alcorn 4011,18 Mar 1943,"skin, study; skull",male,166,94,20,14,,,,9.6,g,not recorded,,,,,,,,,LW,29,July,2024,,
100310,MVZ:Mamm:100310,Reithrodontomys fulvescens mustelinus,E. Raymond Hall,Michoacan,,"1 mi E, 6 mi S Tacambaro",E. Raymond Hall 5958,18 Mar 1943,"skin, study; skull",female,161,86,20,13,,,,10.7,g,not recorded,,,,,,,,,LW,29,July,2024,,
100311,MVZ:Mamm:100311,Reithrodontomys fulvescens mustelinus,E. Raymond Hall,Michoacan,,"1 mi E, 6 mi S Tacambaro",E. Raymond Hall 5959,18 Mar 1943,"skin, study; skull",male,162,90,20,14.5,,,,10.2,g,not recorded,,,,,,,,,LW,29,July,2024,,
100293,MVZ:Mamm:100293,Reithrodontomys fulvescens mustelinus,W. J. Hall,Michoacan,,1.5 mi SSE Tacambaro,W. J. Hall 86,18 Mar 1943,"skin, study; skull",female,143,84,17,13,,,,6.5,g,not recorded,,,,,,,,,LW,29,July,2024,,
100294,MVZ:Mamm:100294,Reithrodontomys fulvescens mustelinus,W. J. Hall,Michoacan,,1.5 mi SSE Tacambaro,W. J. Hall 94,19 Mar 1943,"skin, study; skull",male,142,82,18,13,,,,8.9,g,not recorded,,,,,,,,,LW,29,July,2024,,
100295,MVZ:Mamm:100295,Reithrodontomys fulvescens mustelinus,J. Raymond Alcorn,Michoacan,,1.75 mi S Tacambaro,J. Raymond Alcorn 4429,17 Mar 1943,"skin, study; skull",male,145,85,20,14,,,,4.6,g,not recorded,,,,,,,,,LW,29,July,2024,,
100303,MVZ:Mamm:100303,Reithrodontomys fulvescens mustelinus,Hubert H. Hall,Michoacan,,"4 mi S, 1 mi E Tacambaro",Hubert H. Hall 160,20 Mar 1943,"skin, study; skull",female,149,83,19,14,,,,7.3,g,not recorded,,,,,,,,,LW,29,July,2024,,
100304,MVZ:Mamm:100304,Reithrodontomys fulvescens mustelinus,Hubert H. Hall,Michoacan,,"4 mi S, 1 mi E Tacambaro",Hubert H. Hall 161,20 Mar 1943,"skin, study; skull",male,161,102,18,14,,,,,,not recorded,,,,,,,,"weight: ""29.4?""",LW,29,July,2024,,
100305,MVZ:Mamm:100305,Reithrodontomys fulvescens mustelinus,Hubert H. Hall,Michoacan,,"4 mi S, 1 mi E Tacambaro",Hubert H. Hall 169,20 Mar 1943,"skin, study; skull",male,162,88,19,14,,,,9.4,g,not recorded,,,,,,,,,LW,29,July,2024,,
32000,MVZ:Mamm:32000,Reithrodontomys megalotis arizonensis,J. E. Law,Arizona,Cochise County,"Pinery Canyon, Chiricahua Mts.",J. E. Law 7249,7 Jun 1919,skeleton; skull,female,,,,,,,,,,,,,,,,,,,,,,,,
100306,MVZ:Mamm:100306,Reithrodontomys fulvescens mustelinus,Hubert H. Hall,Michoacan,,"4 mi S, 1 mi E Tacambaro",Hubert H. Hall 180,20 Mar 1943,"skin, study; skull",female,170,96,19,12,,,,10.2,g,not recorded,,,,,,,,,LW,29,July,2024,,
70271,MVZ:Mamm:70271,Reithrodontomys megalotis aztecus,"Fletcher G. Palmer, Lawrence V. Compton",Arizona,Apache County,Dinnehotso,835,2 Apr 1936,skull,male,,,,,,,,,,,,,,,,,,,,,,,,
100307,MVZ:Mamm:100307,Reithrodontomys fulvescens mustelinus,"J. Raymond Alcorn, Hubert H. Hall",Michoacan,,"4 mi S, 1 mi E Tacambaro",4024,20 Mar 1943,"skin, study; skull",unknown,163,94,21,not recorded,,,,6.2,g,not recorded,,,,,,,,,LW,29,July,2024,,
75902,MVZ:Mamm:75902,Reithrodontomys fulvescens tenuis,Seth B. Benson,Sinaloa,,4 mi NW Agua Nueva,Seth B. Benson 3742,5 May 1936,"skin, study; skull",male,191,111,21,,16,,,14.7,,not recorded,,,,,,,,"ear from crown: ""3""",LW,2,August,2024,,
75906,MVZ:Mamm:75906,Reithrodontomys fulvescens tenuis,Seth B. Benson,Sinaloa,,"Escuinapa, [Railroad Station]",Seth B. Benson 3671,29 Apr 1936,"skin, study; skull",female,163,92,20,,15,12,,11.6,g,not recorded,,,,,,,,,LW,2,August,2024,,
75904,MVZ:Mamm:75904,Reithrodontomys fulvescens tenuis,Seth B. Benson,Sinaloa,,"Hacienda San José, 21 mi NE El Rosario",Seth B. Benson 3691,1 May 1936,"baculum; skin, study; skull",male,162,95,20,,14,11,,9.5,,not recorded,,,,,,,,,LW,2,August,2024,,
75905,MVZ:Mamm:75905,Reithrodontomys fulvescens tenuis,Seth B. Benson,Sinaloa,,"Hacienda San José, 21 mi NE El Rosario",Seth B. Benson 3714,2 May 1936,"skin, study; skull",female,165,96,21,,16,13,,9,,not recorded,,,,,,,,,LW,2,August,2024,,
85777,MVZ:Mamm:85777,Reithrodontomys fulvescens tenuis,"Seth B. Benson, Margarito Delgadillo",Sonora,,1 mi NW Alamos,6189,24 Apr 1939,"baculum; skin, study; skull",male,178,105,,,16,13,,11.5,g,not recorded,,,,,,,,"hind foot: ""(30)?""",LW,2,August,2024,,
85778,MVZ:Mamm:85778,Reithrodontomys fulvescens tenuis,"Seth B. Benson, Margarito Delgadillo",Sonora,,1 mi NW Alamos,6190,24 Apr 1939,"skin, study; skull",female,154,86,19,,14,11,,8.4,g,no emb,,,0,,,,,,LW,2,August,2024,,
85779,MVZ:Mamm:85779,Reithrodontomys fulvescens tenuis,"Seth B. Benson, Margarito Delgadillo",Sonora,,Güirocoba,6241,26 Apr 1939,"skin, study; skull",female,154,91,19,,15,12,,8.1,,no emb,,,0,,,,,,LW,2,August,2024,,
85780,MVZ:Mamm:85780,Reithrodontomys fulvescens tenuis,"Seth B. Benson, Margarito Delgadillo",Sonora,,Güirocoba,6247,27 Apr 1939,"skin, study; skull",male,157,92,19,,15,12,,8.1,,not recorded,,,,,,,,,LW,2,August,2024,,
85781,MVZ:Mamm:85781,Reithrodontomys fulvescens tenuis,Charles G. Sibley,Sonora,,Güirocoba,Charles G. Sibley 344,27 Apr 1939,"skin, study; skull",male,171,96,20,,15,13,,10.9,g,not recorded,,,,,,,,,LW,2,August,2024,,
109395,MVZ:Mamm:109395,Reithrodontomys fulvescens toltecus,Charles G. Sibley,Michoacan,,15 mi ESE Morelia,Charles G. Sibley 3034,7 Mar 1948,"skin, study; skull",male,154,88,20,14,,,,8.6,g,ad,,,,,,,,,LW,2,August,2024,,
100287,MVZ:Mamm:100287,Reithrodontomys fulvescens toltecus,J. Raymond Alcorn,Michoacan,,2 mi W Patzcuaro,J. Raymond Alcorn 3836,5 Mar 1943,"skin, study; skull",male,176,103,21,14,,,,13.5,g,not recorded,,,,,,,,,LW,2,August,2024,,
100288,MVZ:Mamm:100288,Reithrodontomys fulvescens toltecus,W. J. Hall,Michoacan,,2 mi W Patzcuaro,W. J. Hall 59,6 Mar 1943,"skin, study; skull",female,156,89,19,15,,,,9.5,g,not recorded,,,,,,,,,LW,2,August,2024,,
100289,MVZ:Mamm:100289,Reithrodontomys fulvescens toltecus,Roberto Alcantar B.,Michoacan,,2 mi W Patzcuaro,Roberto Alcantar B. 7,7 Mar 1943,"skin, study; skull",female,164,96,20,15,,,,9.5,g,not recorded,,,,,,,,,LW,2,August,2024,,
100290,MVZ:Mamm:100290,Reithrodontomys fulvescens toltecus,J. Raymond Alcorn,Michoacan,,2 mi W Patzcuaro,J. Raymond Alcorn 3840,7 Mar 1943,"skin, study; skull",male,166,94,21,16,,,,12.1,g,not recorded,,,,,,,,,LW,2,August,2024,,
100291,MVZ:Mamm:100291,Reithrodontomys fulvescens toltecus,Roberto Alcantar B.,Michoacan,,2 mi W Patzcuaro,Roberto Alcantar B. 10,8 Mar 1943,"skin, study; skull",female,158,97,20,14,,,,10.2,g,not recorded,,,,,,,,,LW,2,August,2024,,
100292,MVZ:Mamm:100292,Reithrodontomys fulvescens toltecus,E. Raymond Hall,Michoacan,,2 mi W Patzcuaro,E. Raymond Hall 5896,11 Mar 1943,"skin, study; skull",female,175,98,21,15,,,,10.7,g,not recorded,,,,,,,,,LW,2,August,2024,,
100278,MVZ:Mamm:100278,Reithrodontomys fulvescens toltecus,J. Raymond Alcorn,Michoacan,,3 mi N Patzcuaro,J. Raymond Alcorn 3820,5 Mar 1943,"skin, study; skull",female,167,97,22,16,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
100279,MVZ:Mamm:100279,Reithrodontomys fulvescens toltecus,J. Raymond Alcorn,Michoacan,,3 mi N Patzcuaro,J. Raymond Alcorn 3821,5 Mar 1943,"skin, study; skull",female,127,[54],22,15,,,,10.4,g,not recorded,,,,,,,,,LW,2,August,2024,,
100280,MVZ:Mamm:100280,Reithrodontomys fulvescens toltecus,J. Raymond Alcorn,Michoacan,,3 mi N Patzcuaro,J. Raymond Alcorn 3822,5 Mar 1943,"skin, study; skull",female,192,108,22,17,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
100281,MVZ:Mamm:100281,Reithrodontomys fulvescens toltecus,J. Raymond Alcorn,Michoacan,,3 mi N Patzcuaro,J. Raymond Alcorn 3823,5 Mar 1943,"skin, study; skull",female,192,114,21,16,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
100282,MVZ:Mamm:100282,Reithrodontomys fulvescens toltecus,W. J. Hall,Michoacan,,3 mi N Patzcuaro,W. J. Hall 57,5 Mar 1943,"skin, study; skull",male,183,107,22,16,,,,16,g,not recorded,,,,,,,,,LW,2,August,2024,,
100283,MVZ:Mamm:100283,Reithrodontomys fulvescens toltecus,J. Raymond Alcorn,Michoacan,,3 mi N Patzcuaro,J. Raymond Alcorn 3833,6 Mar 1943,"skin, study; skull",male,155,85,22,15,,,,18,g,not recorded,,,,,,,,,LW,2,August,2024,,
100284,MVZ:Mamm:100284,Reithrodontomys fulvescens toltecus,W. J. Hall,Michoacan,,3 mi NW Patzcuaro,W. J. Hall 71,12 Mar 1943,"skin, study; skull",male,170,102,21,19,,,,13,g,not recorded,,,,,,,,,LW,2,August,2024,,
100285,MVZ:Mamm:100285,Reithrodontomys fulvescens toltecus,W. J. Hall,Michoacan,,3 mi NW Patzcuaro,W. J. Hall 72,12 Mar 1943,"skin, study; skull",male,157,96,20,12,,,,10.8,g,not recorded,,,,,,,,,LW,2,August,2024,,
100286,MVZ:Mamm:100286,Reithrodontomys fulvescens toltecus,W. J. Hall,Michoacan,,3 mi NW Patzcuaro,W. J. Hall 78,13 Mar 1943,"skin, study; skull",male,162,76,20,14,,,,11.8,g,not recorded,,,,,,,,,LW,2,August,2024,,
70264,MVZ:Mamm:70264,Reithrodontomys megalotis aztecus,"Emmet T. Hooper, Lawrence V. Compton",Arizona,Apache County,Dinnehotso,898,2 Apr 1936,"skin, study; skull",male,152,76,18,16,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
240256,MVZ:Mamm:240256,Reithrodontomys megalotis aztecus,James L. Patton,Arizona,Coconino County,E side Woodhouse Mesa,James L. Patton 29215,16 Oct 2020,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,138,67,16,,13,,,9.2,,t=5x3 mm,5,3,,,,,,,LW,2,August,2024,,
240257,MVZ:Mamm:240257,Reithrodontomys megalotis aztecus,James L. Patton,Arizona,Coconino County,E side Woodhouse Mesa,James L. Patton 29216,16 Oct 2020,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,142,72,18,,15,,,9.5,,scars,,,,,,,scars,,LW,2,August,2024,,
240556,MVZ:Mamm:240556,Reithrodontomys megalotis aztecus,James L. Patton,Arizona,Coconino County,"Rimmy Jim Tank, 2.1 mi S Gray Mountain",James L. Patton 29431,18 May 2021,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,137,71,17,,15,,,8.7,,no scars,,,,,,,0,,LW,2,August,2024,,
242794,MVZ:Mamm:242794,Reithrodontomys megalotis aztecus,James L. Patton,Arizona,Yavapai County,0.8 mi NNW Kirkland Junction,James L. Patton 29855,28-Apr-23,"skin, study; skull; tissue (ethanol, 95%; frozen, flash)",male,139,72,17,,18,,,9.7,,"scr t=10x5 mm, SV=9 mm",,,,,,,,,,,,,,
242795,MVZ:Mamm:242795,Reithrodontomys megalotis aztecus,James L. Patton,Arizona,Yavapai County,0.8 mi NNW Kirkland Junction,James L. Patton 29856,28-Apr-23,"skin, study; skull; tissue (ethanol, 95%; frozen, flash)",male,136,69,16,,18,,,9.5,,"scr t=8x6 mm, SV=10 mm",,,,,,,,,,,,,,
66933,MVZ:Mamm:66933,Reithrodontomys megalotis aztecus,Seth B. Benson,Colorado,Alamosa County,1.6 mi NE Medano Springs Ranch headquarters,Seth B. Benson 2655,3 Aug 1935,"skin, study; skull",male,133,65,15,,14,11,,8.5,g,not recorded,,,,,,,,,LW,2,August,2024,,
61120,MVZ:Mamm:61120,Reithrodontomys megalotis aztecus,Louise Kellogg,Colorado,Alamosa County,"Madano Ranch, 15 mi NE Mosca",Louise Kellogg 2518,15 Sep 1933,"skin, study; skull",female,145,67,17,10,,,,13.3,g,not recorded,,,,,,,,,LW,2,August,2024,,
96968,MVZ:Mamm:96968,Reithrodontomys megalotis aztecus,William M. Longhurst,Colorado,Alamosa County,"Medano Ranch, 15 mi E Hooper",William M. Longhurst 852,22 Aug 1941,"skin, study; skull",male,141,61,16,14,,,,14,g,not recorded,,,,,,,,,LW,2,August,2024,,
96969,MVZ:Mamm:96969,Reithrodontomys megalotis aztecus,William M. Longhurst,Colorado,Alamosa County,"Medano Ranch, 15 mi E Hooper",William M. Longhurst 853,22 Aug 1941,"skin, study; skull",male,121,53,15,13,,,,8.5,g,not recorded,,,,,,,,,LW,2,August,2024,,
96970,MVZ:Mamm:96970,Reithrodontomys megalotis aztecus,William M. Longhurst,Colorado,Alamosa County,"Medano Ranch, 15 mi E Hooper",William M. Longhurst 854,22 Aug 1941,"skin, study; skull",male,136,53,15,14,,,,10.5,g,not recorded,,,,,,,,,LW,2,August,2024,,
61118,MVZ:Mamm:61118,Reithrodontomys megalotis aztecus,Annie M. Alexander,Colorado,Alamosa County,"Medano Ranch, 15 mi NE Mosca",Annie M. Alexander 2521,14 Sep 1933,"skin, study; skull",male,138,65,17,11,,,,10.4,g,not recorded,,,,,,,,,LW,2,August,2024,,
61119,MVZ:Mamm:61119,Reithrodontomys megalotis aztecus,Annie M. Alexander,Colorado,Alamosa County,"Medano Ranch, 15 mi NE Mosca",Annie M. Alexander 2525,15 Sep 1933,"skin, study; skull",male,121,59,16.5,10,,,,7.8,g,not recorded,,,,,,,,,LW,2,August,2024,,
66934,MVZ:Mamm:66934,Reithrodontomys megalotis aztecus,Seth B. Benson,Colorado,Alamosa County,Medano Springs Ranch headquarters,Seth B. Benson 2691,5 Aug 1935,"skin, study; skull",male,136,67,16,,14,10,,11,g,not recorded,,,,,,,,,LW,2,August,2024,,
61110,MVZ:Mamm:61110,Reithrodontomys megalotis aztecus,Louise Kellogg,Colorado,Garfield County,8 mi W Rifle,Louise Kellogg 2563,29 Sep 1933,"skin, study; skull",male,122,56,17,12,,,,11.5,g,not recorded,,,,,,,,,LW,2,August,2024,,
61111,MVZ:Mamm:61111,Reithrodontomys megalotis aztecus,Annie M. Alexander,Colorado,Garfield County,8 mi W Rifle,Annie M. Alexander 2588,30 Sep 1933,"skin, study; skull",female,125,57,16,11,,,,12.7,g,not recorded,,,,,,,,,LW,2,August,2024,,
61112,MVZ:Mamm:61112,Reithrodontomys megalotis aztecus,Annie M. Alexander,Colorado,Mesa County,State Line,Annie M. Alexander 2592,1 Oct 1933,"skin, study; skull",female,140,69,17,13,,,,9.6,g,not recorded,,,,,,,,,LW,2,August,2024,,
61113,MVZ:Mamm:61113,Reithrodontomys megalotis aztecus,Louise Kellogg,Colorado,Mesa County,State Line,Louise Kellogg 2572,1 Oct 1933,"skin, study; skull",female,132,63,18,11,,,,9.2,g,not recorded,,,,,,,,,LW,2,August,2024,,
61114,MVZ:Mamm:61114,Reithrodontomys megalotis aztecus,Louise Kellogg,Colorado,Mesa County,State Line,Louise Kellogg 2573,1 Oct 1933,"skin, study; skull",male,135,64,18,12,,,,10.4,g,not recorded,,,,,,,,,LW,2,August,2024,,
61115,MVZ:Mamm:61115,Reithrodontomys megalotis aztecus,Louise Kellogg,Colorado,Mesa County,State Line,Louise Kellogg 2574,1 Oct 1933,"skin, study; skull",male,127,58,17,11,,,,9.4,g,not recorded,,,,,,,,,LW,2,August,2024,,
61116,MVZ:Mamm:61116,Reithrodontomys megalotis aztecus,Louise Kellogg,Colorado,Mesa County,State Line,Louise Kellogg 2575,1 Oct 1933,"skin, study; skull",male,129,60,17,12,,,,10.1,g,not recorded,,,,,,,,,LW,2,August,2024,,
61117,MVZ:Mamm:61117,Reithrodontomys megalotis aztecus,Louise Kellogg,Colorado,Mesa County,State Line,Louise Kellogg 2576,1 Oct 1933,"skin, study; skull",male,131,62,18,13,,,,10.4,g,not recorded,,,,,,,,,LW,2,August,2024,,
132794,MVZ:Mamm:132794,Reithrodontomys megalotis aztecus,J. L. Tatschl,New Mexico,Bernalillo County,"Juan Tabo area, 4 mi from junction Alameda Rd., Hwy. 422",J. L. Tatschl 19,26 Oct 1963,"skin, study; skull",male,145,70,18,14,,,,7.8,,not recorded,,,,,,,,,LW,2,August,2024,,
132795,MVZ:Mamm:132795,Reithrodontomys megalotis aztecus,B. Engman,New Mexico,Bernalillo County,"Juan Tabo Canyon, 18.5 mi N, 4.5 mi E Albuquerque",B. Engman 9,29 Nov 1963,"skin, study; skull",male,148,69,16,13,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
132796,MVZ:Mamm:132796,Reithrodontomys megalotis aztecus,J. Krenetsky,New Mexico,Bernalillo County,"West Mesa, 6 mi W University of New Mexico, right of Route 66, Albuqueque",J. Krenetsky 20,11 Jan 1963,"skin, study; skull",male,11.4,5.6,1.6,1.3,,,cm,7.2,,not recorded,,,,,,,,,LW,2,August,2024,,
132797,MVZ:Mamm:132797,Reithrodontomys megalotis aztecus,J. Krenetsky,New Mexico,Bernalillo County,"West Mesa, 6 mi W University of New Mexico, right of Route 66, Albuqueque",J. Krenetsky 21,11 Jan 1963,"skin, study; skull",male,13.5,6.4,1.6,1.2,,,cm,9.9,,not recorded,,,,,,,,,LW,2,August,2024,,
132798,MVZ:Mamm:132798,Reithrodontomys megalotis aztecus,J. Krenetsky,New Mexico,Bernalillo County,"West Mesa, 6 mi W University of New Mexico, right of Route 66, Albuqueque",J. Krenetsky 22,11 Jan 1963,"skin, study; skull",male,14.1,6.8,1.7,1.4,,,cm,10.9,,not recorded,,,,,,,,,LW,2,August,2024,,
141238,MVZ:Mamm:141238,Reithrodontomys megalotis aztecus,Sally J. Holbrook,New Mexico,Rio Arriba County,1 mi S of N boundary of Santa Fe National Forest on Rte. 112,Sally J. Holbrook 31,17 Aug 1971,"skin, study; skull",male,120,64,16,11,,,,13,,testes 9x6,9,6,,,,,,,LW,2,August,2024,,
141241,MVZ:Mamm:141241,Reithrodontomys megalotis aztecus,Sally J. Holbrook,New Mexico,Rio Arriba County,1 mi S of N boundary of Santa Fe National Forest on Rte. 112,Sally J. Holbrook 34,17 Aug 1971,"skin, study; skull",female,144,70,15,15,,,,18.5,,closed vag.,,,,,,,,,LW,2,August,2024,,
141242,MVZ:Mamm:141242,Reithrodontomys megalotis aztecus,Sally J. Holbrook,New Mexico,Rio Arriba County,1 mi S of N boundary of Santa Fe National Forest on Rte. 112,Sally J. Holbrook 35,17 Aug 1971,"skin, study; skull",female,113,55,16,14,,,,10,,testes 8x5,8,5,,,,,,,LW,2,August,2024,,
61107,MVZ:Mamm:61107,Reithrodontomys megalotis aztecus,Louise Kellogg,New Mexico,San Juan County,Aztec,Louise Kellogg 2311,22 Jul 1933,"skin, study",female,144,65,18,13,,,,20.8,g,not recorded,,,,,,,,,LW,2,August,2024,,
61108,MVZ:Mamm:61108,Reithrodontomys megalotis aztecus,Louise Kellogg,New Mexico,San Juan County,Aztec,Louise Kellogg 2312,22 Jul 1933,"skin, study; skull",female,138,65,17,13,,,,18.4,g,not recorded,,,,,,,,,LW,2,August,2024,,
61109,MVZ:Mamm:61109,Reithrodontomys megalotis aztecus,Louise Kellogg,New Mexico,San Juan County,Aztec,Louise Kellogg 2323,25 Jul 1933,"skin, study; skull",male,126,64,17,13,,,,9.6,g,not recorded,,,,,,,,,LW,2,August,2024,,
70164,MVZ:Mamm:70164,Reithrodontomys megalotis aztecus,"Emmet T. Hooper, Lawrence V. Compton",New Mexico,San Juan County,Chaco Canyon National Monument,996,15 Mar 1936,"skin, study; skull",male,129,63,11,15,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
70165,MVZ:Mamm:70165,Reithrodontomys megalotis aztecus,"Fletcher G. Palmer, Lawrence V. Compton",New Mexico,San Juan County,Chaco Canyon National Monument,824,15 Mar 1936,"skin, study; skull",male,140,66,17,14,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
70166,MVZ:Mamm:70166,Reithrodontomys megalotis aztecus,"Fletcher G. Palmer, Lawrence V. Compton",New Mexico,San Juan County,Chaco Canyon National Monument,825,15 Mar 1936,"skin, study; skull",male,145,70,18,14,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
70167,MVZ:Mamm:70167,Reithrodontomys megalotis aztecus,"Ward C. Russell, Lawrence V. Compton",New Mexico,San Juan County,Chaco Canyon National Monument,4227,15 Mar 1936,"skin, study; skull",male,135,67,18,13,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
70168,MVZ:Mamm:70168,Reithrodontomys megalotis aztecus,"Ward C. Russell, Lawrence V. Compton",New Mexico,San Juan County,Chaco Canyon National Monument,4228,15 Mar 1936,"skin, study; skull",male,127,58,17,13,,,,not recorded,,not recorded,,,,,,,,,LW,2,August,2024,,
