catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total,tail,hf,ear,Notch,Crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,REVIEW NEEDED
93651,MVZ:Mamm:93651,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",271,5 Jun 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93652,MVZ:Mamm:93652,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",272,5 Jun 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93653,MVZ:Mamm:93653,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",290,6 Jun 1940,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
93654,MVZ:Mamm:93654,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",291,6 Jun 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93655,MVZ:Mamm:93655,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",317,7 Jun 1940,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
93680,MVZ:Mamm:93680,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",270,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93682,MVZ:Mamm:93682,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",276,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93683,MVZ:Mamm:93683,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",277,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93684,MVZ:Mamm:93684,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",278,5 Jun 1940,whole organism (ethanol),female,,,,,,,,,,,,,,,,,,,,,,,
93685,MVZ:Mamm:93685,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",279,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93686,MVZ:Mamm:93686,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",280,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93687,MVZ:Mamm:93687,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",281,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93688,MVZ:Mamm:93688,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",282,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93689,MVZ:Mamm:93689,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",283,5 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93690,MVZ:Mamm:93690,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi N Charles Green Ranch Houses, 2 mi N Friant",313,6 Jun 1940,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
93663,MVZ:Mamm:93663,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NE Charles Green Ranch Houses, 2 mi N Friant",630,21 May 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93656,MVZ:Mamm:93656,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NNE Charles Green Ranch Houses, 2 mi N Friant",141,20 May 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93657,MVZ:Mamm:93657,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NNE Charles Green Ranch Houses, 2 mi N Friant",632,21 May 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93658,MVZ:Mamm:93658,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NNE Charles Green Ranch Houses, 2 mi N Friant",658,22 May 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93659,MVZ:Mamm:93659,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NNE Charles Green Ranch Houses, 2 mi N Friant",166,22 May 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93660,MVZ:Mamm:93660,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NNE Charles Green Ranch Houses, 2 mi N Friant",167,22 May 1940,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
93647,MVZ:Mamm:93647,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NNW Charles Green Ranch Houses, 2 mi N Friant",631,21 May 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
93648,MVZ:Mamm:93648,Peromyscus boylii boylii,,California,Fresno County,"0.375 mi NNW Charles Green Ranch Houses, 2 mi N Friant",637,21 May 1940,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
55094,MVZ:Mamm:55094,Peromyscus boylii boylii,L. M. Boyers,California,Fresno County,0.5 mi E Miramonte,L. M. Boyers 296,18 Dec 1932,"skin, study; skull",male,173,83,22.5,19,,,,24,g,not recorded,,,,,,,,,LW,3,July,2024,
55095,MVZ:Mamm:55095,Peromyscus boylii boylii,Robert T. Orr,California,Fresno County,0.5 mi E Miramonte,Robert T. Orr 871,17 Dec 1932,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,reported missing on a note in skin tray
55096,MVZ:Mamm:55096,Peromyscus boylii boylii,Robert T. Orr,California,Fresno County,0.5 mi E Miramonte,Robert T. Orr 873,17 Dec 1932,"skin, study; skull",male,205,106,22,21,,,,27.2,g,not recorded,,,,,,,,,LW,3,July,2024,
55097,MVZ:Mamm:55097,Peromyscus boylii boylii,Robert T. Orr,California,Fresno County,0.5 mi E Miramonte,Robert T. Orr 872,17 Dec 1932,"skin, study; skull",male,197,98,22,21,,,,27,g,not recorded,,,,,,,,,LW,3,July,2024,
99379,MVZ:Mamm:99379,Peromyscus boylii boylii,Ida S. Demay,California,Fresno County,"1 mi W mouth Roaring River, S fork Kings River",Ida S. Demay 60,3 Jun 1942,"skin, study; skull",male,204,102,23,23,,,,29.5,g,not recorded,,,,,,,,,LW,3,July,2024,
24960,MVZ:Mamm:24960,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5408,28 Sep 1916,"skin, study; skull",male,180,85,22,21,,,,19.3,,Not recorded,,,,,,,,,MS,2,July,2024,
24961,MVZ:Mamm:24961,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5410,28 Sep 1916,"skin, study; skull",female,198,97,22,18,,,,29.8,,Not recorded,,,,,,,,,MS,2,July,2024,
24962,MVZ:Mamm:24962,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5411,28 Sep 1916,"skin, study; skull",female,200,97,22,18,,,,23,,Not recorded,,,,,,,,,MS,2,July,2024,
24963,MVZ:Mamm:24963,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5412,28 Sep 1916,"skin, study; skull",male,198,95,,22,,,,27.4,,Not recorded,,,,,,,,,MS,2,July,2024,
24964,MVZ:Mamm:24964,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5416,29 Sep 1916,"skin, study; skull",male,190,95,22,17,,,,23.1,,Not recorded,,,,,,,,,MS,2,July,2024,
24965,MVZ:Mamm:24965,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5417,29 Sep 1916,"skin, study; skull",male,160,75,21,16,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
24966,MVZ:Mamm:24966,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5430,30 Sep 1916,"skin, study; skull",male,195,93,21,16,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
24967,MVZ:Mamm:24967,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5431,30 Sep 1916,"skin, study; skull",male,200,98,22,19,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
24968,MVZ:Mamm:24968,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5432,30 Sep 1916,"skin, study; skull",female,200,100,22,18,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
24969,MVZ:Mamm:24969,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5436,1 Oct 1916,"skin, study; skull",male,200,100,21,19,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
24970,MVZ:Mamm:24970,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5447,3 Oct 1916,"skin, study; skull",male,192,87,22,16,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
24971,MVZ:Mamm:24971,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5455,4 Oct 1916,"skin, study; skull",male,204,100,23,18,,,,28.7,,Not recorded,,,,,,,,,MS,2,July,2024,
24972,MVZ:Mamm:24972,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5456,4 Oct 1916,"skin, study; skull",female,210,100,22,19,,,,31.7,,Not recorded,,,,,,,,,MS,2,July,2024,
24973,MVZ:Mamm:24973,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,1.25 mi S Dunlap,Joseph Scattergood Dixon 5457,4 Oct 1916,"skin, study; skull",male,190,92,21,17,,,,27.5,,Not recorded,,,,,,,,,MS,2,July,2024,
24974,MVZ:Mamm:24974,Peromyscus boylii boylii,Halstead G. White,California,Fresno County,1.25 mi S Dunlap,Halstead G. White 709,29 Sep 1916,"skin, study; skull",male,185,98,21,18,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
24975,MVZ:Mamm:24975,Peromyscus boylii boylii,Harry S. Swarth,California,Fresno County,1.25 mi S Dunlap,Harry S. Swarth 10426,30 Sep 1916,"skin, study; skull",male,202,104,23,17.5,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
13928,MVZ:Mamm:13928,Peromyscus boylii boylii,Joseph Grinnell,California,Fresno County,3 mi SE Friant,Joseph Grinnell 213,12 Apr 1911,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
13979,MVZ:Mamm:13979,Peromyscus boylii boylii,W. L. Chandler,California,Fresno County,3 mi SE Friant,W. L. Chandler 214,12 Apr 1911,"skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,
13980,MVZ:Mamm:13980,Peromyscus boylii boylii,W. L. Chandler,California,Fresno County,3 mi SE Friant,W. L. Chandler 215,12 Apr 1911,"skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,
206435,MVZ:Mamm:206435,Peromyscus boylii boylii,"Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig",California,Fresno County,"Cedar Grove, Kings Canyon National Park","Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig VIC-650",16 Sep 2003,tissue (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
206436,MVZ:Mamm:206436,Peromyscus boylii boylii,"Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig",California,Fresno County,"Cedar Grove, Kings Canyon National Park","Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig VIC-651",16 Sep 2003,tissue (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
206437,MVZ:Mamm:206437,Peromyscus boylii boylii,"Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig",California,Fresno County,"Cedar Grove, Kings Canyon National Park","Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig VIC-656",16 Sep 2003,tissue (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
206438,MVZ:Mamm:206438,Peromyscus boylii boylii,"Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig",California,Fresno County,"Cedar Grove, Kings Canyon National Park","Harold Werner, Rebecca Rising, Amanda Prevel, and Michaela Koenig VIC-660",17 Sep 2003,tissue (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
99361,MVZ:Mamm:99361,Peromyscus boylii boylii,Josephine F. Crowley,California,Fresno County,"Cedar Grove, S fork Kings River",Josephine F. Crowley 100,22 May 1942,"skin, study; skull",female,215,109,22,,22,22,,Not recorded,,4 abdominal. mam.,,,,,,,,,MS,2,July,2024,
99362,MVZ:Mamm:99362,Peromyscus boylii boylii,Ida S. Demay,California,Fresno County,"Cedar Grove, S fork Kings River",Ida S. Demay 16,22 May 1942,"skin, study; skull",male,194,99,22,20,,,,27.5,,Not recorded,,,,,,,,,MS,2,July,2024,
99363,MVZ:Mamm:99363,Peromyscus boylii boylii,M. Redon,California,Fresno County,"Cedar Grove, S fork Kings River",M. Redon 2,22 May 1942,"skin, study; skull",female,201,95,22,20,,,,32.5,,Not recorded,,,,,,,,,MS,2,July,2024,
99364,MVZ:Mamm:99364,Peromyscus boylii boylii,Ida S. Demay,California,Fresno County,"Cedar Grove, S fork Kings River",Ida S. Demay 24,23 May 1942,"skin, study; skull",female,186,94,23,19,,,,30.4,,Not recorded,,,,,,,,,MS,2,July,2024,
99365,MVZ:Mamm:99365,Peromyscus boylii boylii,Ida S. Demay,California,Fresno County,"Cedar Grove, S fork Kings River",Ida S. Demay 29,24 May 1942,"skin, study; skull",male,201,104,24,21,,,,32.5,,Not recorded,,,,,,,,,MS,2,July,2024,
99366,MVZ:Mamm:99366,Peromyscus boylii boylii,F. M. Ogilvie,California,Fresno County,"Cedar Grove, S fork Kings River",F. M. Ogilvie 8,24 May 1942,"skin, study; skull",female,190,95,23,21,,,,27.3,,Not recorded,,,,,,,,,MS,2,July,2024,
99367,MVZ:Mamm:99367,Peromyscus boylii boylii,Ida S. Demay,California,Fresno County,"Cedar Grove, S fork Kings River",Ida S. Demay 38,25 May 1942,"skin, study; skull",female,189,100,23,22,,,,29.2,,Not recorded,,,,,,,,,MS,2,July,2024,
99368,MVZ:Mamm:99368,Peromyscus boylii boylii,"J. Russick, Joseph Scattergood Dixon",California,Fresno County,"Cedar Grove, S fork Kings River",392,25 May 1942,"skin, study; skull",female,201,105,22,20,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
99369,MVZ:Mamm:99369,Peromyscus boylii boylii,"J. Russick, Hilda W. Grinnell",California,Fresno County,"Cedar Grove, S fork Kings River",8845,25 May 1942,"skin, study; skull",male,168,72,22,21,,,,Not recorded,,Not recorded,,,,,,,,,MS,2,July,2024,
99370,MVZ:Mamm:99370,Peromyscus boylii boylii,Josephine F. Crowley,California,Fresno County,"Cedar Grove, S fork Kings River",Josephine F. Crowley 114,29 May 1942,"skin, study; skull",female,204,112,24,,20,19,,29.4,,Not recorded,,,,,,,,,MS,2,July,2024,
99371,MVZ:Mamm:99371,Peromyscus boylii boylii,J. Russick,California,Fresno County,"Cedar Grove, S fork Kings River",J. Russick 25,30 May 1942,"skin, study; skull",male,173,74,22,14,,,,30,,Not recorded,,,,,,,,,MS,2,July,2024,
99372,MVZ:Mamm:99372,Peromyscus boylii boylii,Josephine F. Crowley,California,Fresno County,"Cedar Grove, S fork Kings River",Josephine F. Crowley 117,31 May 1942,"skin, study; skull",male,193,103,23,,22,21,,27.2,,Not recorded,,,,,,,,,MS,2,July,2024,
99373,MVZ:Mamm:99373,Peromyscus boylii boylii,Hilda W. Grinnell,California,Fresno County,"Cedar Grove, S fork Kings River",Hilda W. Grinnell 53,31 May 1942,"skin, study; skull",male,196,103,23,21,,,,26,,Not recorded,,,,,,,,,MS,2,July,2024,
99374,MVZ:Mamm:99374,Peromyscus boylii boylii,Josephine F. Crowley,California,Fresno County,"Cedar Grove, S fork Kings River",Josephine F. Crowley 119,1 Jun 1942,"skin, study; skull",male,208,110,23,,23,21,,28,,Not recorded,,,,,,,,,MS,2,July,2024,
99375,MVZ:Mamm:99375,Peromyscus boylii boylii,Ida S. Demay,California,Fresno County,"Cedar Grove, S fork Kings River",Ida S. Demay 54,1 Jun 1942,"skin, study; skull",male,195,101,23,22,,,,26.9,,Not recorded,,,,,,,,,MS,2,July,2024,
99376,MVZ:Mamm:99376,Peromyscus boylii boylii,Josephine F. Crowley,California,Fresno County,"Cedar Grove, S fork Kings River",Josephine F. Crowley 121,2 Jun 1942,"skin, study; skull",male,209,111,22,21,21,,,31.3,,Not recorded,,,,,,,,,MS,2,July,2024,
99377,MVZ:Mamm:99377,Peromyscus boylii boylii,J. Russick,California,Fresno County,"Cedar Grove, S fork Kings River",J. Russick 33,2 Jun 1942,"skin, study; skull",female,133,45,23,20,,,,30.4,,Not recorded,,,,,,,,,MS,2,July,2024,
24923,MVZ:Mamm:24923,Peromyscus boylii boylii,Harry S. Swarth,California,Fresno County,Horse Corral Meadow,Harry S. Swarth 10379,22 Sep 1916,"skin, study; skull",male,not recorded,not recorded,23,17,,,,21,g,Not recorded,,,,,,,,,LW,3,July,2024,
24924,MVZ:Mamm:24924,Peromyscus boylii boylii,Halstead G. White,California,Fresno County,Horse Corral Meadow,Halstead G. White 661,20 Sep 1916,"skin, study; skull",male,134,45,22,18,,,,18.7,g,Not recorded,,,,,,,,,LW,3,July,2024,
224007,MVZ:Mamm:224007,Peromyscus boylii boylii,Kevin C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Kevin C. Rowe 798,25 Jun 2009,"DNA (frozen); tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",female,,,,,,,,,,non reproductive,,,,,,,,,,,,,
224008,MVZ:Mamm:224008,Peromyscus boylii boylii,Kevin C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Kevin C. Rowe 794,25 Jun 2009,"DNA (frozen); phallus (ethanol); skeleton; skin, study; skull; tissue (frozen; RNAlater)",male,190,100,22,23,,,,23,g,"Scrotal, testes 12x6 mm.",12,6,,,,,,,LW,3,July,2024,
224009,MVZ:Mamm:224009,Peromyscus boylii boylii,Kevin C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Kevin C. Rowe 810,26 Jun 2009,"phallus (ethanol); skeleton; skin, study; skull; tissue (frozen; RNAlater)",male,199,101,24,22,,,,22.5,g,"Subscrotal, testes 14x7 mm.",14,7,,,,,,,LW,3,July,2024,
224010,MVZ:Mamm:224010,Peromyscus boylii boylii,Kevin C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Kevin C. Rowe 812,26 Jun 2009,"phallus (ethanol); skeleton; skin, study; skull; tissue (frozen; RNAlater)",male,171,85,22,21,,,,16,g,"non scrotal, testes 9x4 mm.",9,4,,,,,,,LW,3,July,2024,
224011,MVZ:Mamm:224011,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Karen M. C. Rowe 266,26 Jun 2009,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,,,,,,,,,,,,,,,,,,,,,,,
224012,MVZ:Mamm:224012,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Karen M. C. Rowe 245,25 Jun 2009,"tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",male,,,,,,,,,,subscrotal,,,,,,,,,,,,,
224013,MVZ:Mamm:224013,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Karen M. C. Rowe 246,25 Jun 2009,"tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",female,,,,,,,,,,,,,,,,,,,,,,,
224014,MVZ:Mamm:224014,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Karen M. C. Rowe 247,25 Jun 2009,"tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",male,,,,,,,,,,subscrotal,,,,,,,,,,,,,
224015,MVZ:Mamm:224015,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Horse Corral Meadow, Giant Sequoia National Monument",Karen M. C. Rowe 263,26 Jun 2009,"phallus (ethanol); skeleton; skin, study; skull; tissue (frozen)",male,191,95,21,22,,,,22.5,g,Testes 13x7 mm.,13,7,,,,,,,LW,3,July,2024,
24920,MVZ:Mamm:24920,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,Hume,Joseph Scattergood Dixon 5219,22 Aug 1916,"skin, study; skull",female,190,100,24,17,,,,28.5,g,not recorded,,,,,,,,,LW,3,July,2024,
24921,MVZ:Mamm:24921,Peromyscus boylii boylii,Joseph Scattergood Dixon,California,Fresno County,Hume,Joseph Scattergood Dixon 5220,22 Aug 1916,"skin, study; skull",female,185,95,24,17,,,,22.5,g,not recorded,,,,,,,,,LW,3,July,2024,
24922,MVZ:Mamm:24922,Peromyscus boylii boylii,Harry S. Swarth,California,Fresno County,Hume,Harry S. Swarth 10215,21 Aug 1916,"skin, study; skull",female,206,105,22,17,,,,23.4,g,not recorded,,,,,,,,,LW,3,July,2024,
224016,MVZ:Mamm:224016,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Hume Lake, Sequoia National Forest",Karen M. C. Rowe 301,3 Jul 2009,"DNA (frozen); skeleton; skin, study; skull; tissue (frozen; RNAlater)",male,193,99,21,21,,,,19.6,g,Testes 6 x 3 mm.,6,3,,,,,,,LW,3,July,2024,
224017,MVZ:Mamm:224017,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Hume Lake, Sequoia National Forest",Karen M. C. Rowe 302,3 Jul 2009,"DNA (frozen); skeleton; skin, study; skull; tissue (frozen; RNAlater)",female,198,102,21,22,,,,23,g,3R 0L uterine scars.,,,,,,,3R 0L uterine scars,,LW,3,July,2024,
224018,MVZ:Mamm:224018,Peromyscus boylii boylii,Karen M. C. Rowe,California,Fresno County,"Hume Lake, Sequoia National Forest",Karen M. C. Rowe 303,3 Jul 2009,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,,,,,,,,,,,,,,,,,,,,,,,
